1,1,4,Tampa,2020-07-11 19:12:43,Brian,O'Brien
2,1,5,Washington,2020-02-01 04:57:32,Milhouse,Van De Griek
3,0,3,Hialeah,2020-09-05 02:49:50,Alfred,Ihringer
4,0,5,Boston,2019-07-23 17:04:00,Rob,Lopez
5,0,3,St Louis,2020-02-10 17:38:58,Patrick,Van De Griek
6,0,2,Ukiah,2019-03-28 14:33:49,Natasha,Hertz
7,1,4,Albany,2020-05-23 03:08:38,Zelda,Vanzetti
8,0,2,Bensonhurst,2019-11-05 15:05:52,Amanda,Zemaitis
9,0,2,Jackson,2020-12-19 08:04:26,Chris,Taylor
10,1,3,Reston,2019-10-07 10:49:37,Mary,Sato
11,0,5,Elmhurst,2019-05-07 11:02:19,Martin,Thompson
12,1,2,Tampa,2019-12-29 07:36:22,Heloisa,Garcia
13,1,3,Zanesville,2020-12-25 04:31:25,Howard,Novello
14,1,5,Newton,2019-11-15 12:46:44,Kenny,Ingleman
15,1,4,Denver,2020-06-06 11:19:32,Zoe,Jones
16,1,3,Miami,2020-04-16 02:47:58,Ralph,Basile
17,1,4,Vail,2018-12-16 14:24:12,Usha,Yancik
18,0,1,Islip,2021-07-13 15:13:39,Lisa,Kovalev
19,1,3,Tampa,2021-02-18 20:09:12,Debby,Young
20,0,2,Larchmont,2020-12-16 12:34:28,Julie,Malkovich
21,1,4,Youngstown,2021-04-25 11:06:24,Brian,Geoffrion
22,1,2,Vail,2020-06-17 06:54:35,Bart,Orlin
23,0,2,Bensonhurst,2019-12-31 06:14:01,Ted,Ipsen
24,0,1,Reston,2020-05-12 06:44:17,Violet,Orwell
25,0,2,Chicago,2020-09-22 05:48:01,Roger,Eisenstien
26,1,4,Elmhurst,2020-06-04 16:08:39,Kirsten,Vivaldi
27,0,5,Islip,2020-11-23 11:46:33,Zelda,Eastman
28,0,4,Gansevoort,2019-03-26 05:56:51,Jose,Orlin
29,0,5,Washington,2019-03-21 09:00:09,Aviel,Wells
30,1,1,Newton,2019-05-30 03:59:30,Violet,Eisenstien
31,0,5,St Louis,2020-11-30 22:51:56,Zeke,Wells
32,0,4,Tampa,2019-08-04 16:01:44,Rob,Ironhorse
33,1,3,Tampa,2019-09-26 04:12:47,Dan,Yu
34,1,5,Zanesville,2019-02-18 00:55:18,Terry,Murphy
35,1,3,Queensbury,2019-01-13 14:54:47,Alice,Ximines
36,1,5,Pueblo,2020-12-14 04:22:23,Aviel,Kovalev
37,1,2,Boston,2019-10-19 07:17:21,Will,Chadwick
38,1,5,Vail,2019-08-18 04:28:45,Christine,Yoders
39,1,1,Zanesville,2019-12-25 04:41:11,Jose,Jaynes
40,0,5,Oak Creek,2018-12-27 13:19:25,Robert,Zweifelhofer
41,1,3,St Louis,2019-04-03 08:24:58,Greta,Black
42,1,5,Tampa,2019-07-07 11:48:13,Dick,Humby
43,0,4,Larchmont,2021-08-30 15:39:26,Dave,Jones
44,0,5,Zanesville,2021-08-01 17:19:56,Jules,Novello
45,0,4,Queensbury,2020-10-03 01:25:27,Agnes,Diavolo
46,1,4,Jackson,2021-01-13 15:23:21,Charlotte,Adams
47,0,4,Larchmont,2021-05-02 09:56:03,Filomena,Love
48,1,3,Islip,2020-10-24 13:32:11,Jules,Quince
49,1,5,Xavier,2019-07-02 02:50:03,Bill,Zubik
50,0,4,Washington,2020-06-03 21:10:05,Fred,McCoy
51,1,3,Newton,2018-12-23 03:09:41,John,Ximines
52,1,4,Bensonhurst,2020-09-05 02:35:36,Quigley,Vivaldi
53,0,3,Elmhurst,2021-05-25 14:32:02,Jose,Clinton
54,0,5,Islip,2019-02-27 21:33:07,Jules,Umansky
55,0,3,Elmhurst,2019-04-26 10:26:15,Zelda,Yu
56,0,4,Elmhurst,2019-07-02 20:45:13,Bill,Isaksen
57,0,4,Tampa,2020-09-06 13:58:58,Brian,Malynko
58,1,2,Vail,2018-12-21 11:05:55,Edward,Bach
59,1,5,Queensbury,2021-03-25 04:36:15,Zelda,Lubbar
60,0,2,St Louis,2020-03-28 13:09:44,Chris,Solomon
61,0,3,Ukiah,2019-10-26 13:05:48,Howard,Kelvin
62,0,5,St Louis,2021-05-22 12:15:17,Kyra,Hernandez
63,1,4,Jackson,2018-12-13 10:18:11,Mark,Yancik
64,0,4,Miami,2019-01-27 11:14:05,Ted,Cunningham
65,0,5,Zanesville,2021-01-05 15:01:46,Valery,Xenia
66,1,5,Oak Creek,2020-02-27 21:30:59,Joshua,Frith
67,0,5,Ukiah,2019-01-14 13:19:24,Olga,Lepon
68,1,1,Islip,2019-05-18 16:05:03,Chris,Jenkins
69,1,4,Bensonhurst,2020-02-25 22:44:48,Neil,Jackson
70,0,2,St Louis,2020-02-05 09:15:49,Patrick,Vivaldi
71,1,3,Miami,2018-12-20 00:52:50,Kenny,Palmer
72,0,3,Islip,2021-06-27 17:57:08,Jose,Xerxes
73,0,1,Zanesville,2020-06-16 14:30:37,Alfred,Klein
74,0,3,St Louis,2021-03-16 23:26:38,Greta,Yang
75,0,4,Zanesville,2019-07-06 02:19:45,Kristen,Huff
76,1,4,Hialeah,2020-08-19 12:08:49,Quentin,Eastman
77,0,4,Ukiah,2020-03-26 06:40:56,Pam,Wilson
78,0,2,Vail,2020-10-19 03:17:08,Agnes,Isaacs
79,0,4,Washington,2020-12-12 01:30:01,Andrew,Kratzmann
80,1,5,Chicago,2020-03-19 16:13:52,Kristen,Feynman
81,1,1,Xavier,2019-10-04 03:26:14,Barb,Nagel
82,1,2,Newton,2020-02-20 04:59:32,Terry,Geoffrion
83,0,1,Gansevoort,2021-08-21 13:18:54,Greta,Kovalev
84,0,1,Youngstown,2021-04-30 05:08:33,Lydia,Alton
85,1,1,Tampa,2021-04-23 10:56:03,Will,Lepon
86,1,5,Bensonhurst,2020-10-17 03:59:17,Ted,Eisenstien
87,1,5,Gansevoort,2020-12-31 05:04:32,Mark,Yoders
88,1,4,Elmhurst,2020-10-29 00:48:39,Uma,Hertz
89,1,2,Bensonhurst,2019-10-28 12:34:16,Mary,Connors
90,1,5,Bensonhurst,2021-04-02 16:50:48,Zoe,Tsatsulin
91,1,5,Miami,2019-10-09 23:10:16,Ed,Pascal
92,1,5,Larchmont,2019-03-09 17:16:23,Maria,Umansky
93,1,4,Gansevoort,2019-01-22 17:28:54,Martin,McCoy
94,0,2,Bensonhurst,2019-03-02 18:49:52,Jules,Rodriguez
95,0,4,Fargo,2019-06-28 00:01:11,Barb,Willeke
96,0,2,Newton,2019-03-13 08:57:53,Peter,Yezek
97,0,2,Fargo,2019-06-05 15:10:56,Howard,Finn
98,1,1,Larchmont,2020-02-23 09:08:16,Neil,Pybus
99,0,4,Miami,2020-02-13 17:09:46,Thelma,Eisenstien
100,0,1,Gansevoort,2020-08-20 19:04:40,Geoffrey,Thompson
101,1,3,Chicago,2020-05-29 15:48:10,Charles,Humby
102,1,4,Hialeah,2019-02-17 15:55:46,Will,Jenkins
103,1,4,Zanesville,2021-01-20 04:09:26,Rob,Schaefer
104,0,1,Vail,2021-04-21 03:46:29,Al,Novello
105,1,3,St Louis,2020-12-14 19:26:21,Paul,Vanzetti
106,0,4,Elmhurst,2020-10-29 23:43:28,Sam,Vivaldi
107,0,5,Tampa,2021-07-02 11:05:41,Lisa,Orwell
108,1,5,Elmhurst,2020-07-23 19:10:24,Will,Ulman
109,0,2,Pueblo,2020-09-07 09:47:34,Kristen,Vivaldi
110,1,4,Chicago,2020-06-09 19:14:44,Brian,Rodriguez
111,0,5,Gansevoort,2019-04-01 03:59:51,Molly,Semmens
112,0,1,Denver,2020-06-04 18:48:08,Sophia,Basile
113,0,1,Bensonhurst,2020-07-11 12:07:00,Maria,Semmens
114,1,5,Washington,2020-11-04 06:16:22,Kyra,Ingleman
115,1,1,Youngstown,2020-02-07 23:36:16,Alice,Van De Griek
116,0,3,Islip,2020-07-22 17:21:01,Chris,Finn
117,1,4,Vail,2020-10-06 19:34:35,Joshua,Browne
118,1,4,Jackson,2021-04-16 04:48:33,Milhouse,Yancik
119,1,1,Fargo,2019-09-25 02:36:29,Susan,Woo
120,1,3,Islip,2019-12-12 15:04:31,Nellie,Yeats
121,0,1,Vail,2020-08-16 08:12:06,Chelsea,Ingrahm
122,0,5,Youngstown,2020-01-08 19:28:01,Mary,Levinson
123,0,3,Gansevoort,2020-09-19 04:16:25,David,Vanzetti
124,1,3,Ukiah,2019-03-24 12:05:57,Michael,Wijnschenk
125,1,2,Elmhurst,2020-07-09 19:28:28,Martin,Duquesnoy
126,0,4,Tampa,2020-11-03 13:34:14,David,Tsatsulin
127,1,5,Hialeah,2019-06-21 11:34:10,Wolfgang,Duquesnoy
128,0,5,Ukiah,2018-12-07 16:17:28,Usha,Gaboriault
129,0,5,Jackson,2020-01-20 16:18:42,Kevin,Wijnschenk
130,1,1,Queensbury,2019-07-05 09:08:28,Joshua,Davis
131,0,2,Queensbury,2019-06-17 19:25:09,Bart,Hammel
132,0,4,Zanesville,2020-03-18 22:04:05,Neil,Tsatsulin
133,1,1,Oak Creek,2019-09-12 18:16:28,Valery,Anderson
134,1,3,Larchmont,2019-08-07 23:25:44,Jocelyn,Underman
135,0,1,Vail,2019-07-23 19:47:50,Laura,Van De Griek
136,1,3,Bensonhurst,2019-12-07 11:47:59,Valery,Van De Griek
137,1,1,Zanesville,2020-06-22 04:37:43,Paul,Long
138,0,2,Washington,2021-02-09 07:27:04,Hannah,LaRocca
139,0,3,Gansevoort,2021-03-15 08:08:18,Bob,Xander
140,1,5,Islip,2020-09-28 03:15:52,Norbert,Perez
141,1,4,Larchmont,2020-08-10 13:19:41,Charles,McCormick
142,1,5,Larchmont,2020-06-29 22:38:40,Orson,Pape
143,1,1,Miami,2019-08-30 17:44:03,Lola,Adams
144,1,2,Islip,2021-07-08 18:28:49,John,Zubik
145,1,3,Queensbury,2020-09-03 13:53:46,Dan,Orwell
146,0,5,Ukiah,2020-03-31 07:51:54,Tara,Xander
147,1,1,Jackson,2019-03-25 21:29:42,Laura,Van De Griek
148,1,4,Oak Creek,2018-12-19 18:22:43,Brian,Fives
149,0,4,Tampa,2020-01-12 14:27:14,Charles,Wilson
150,1,3,Youngstown,2019-02-17 20:48:21,Diane,Beatty
151,0,1,Queensbury,2019-12-06 14:26:41,Terry,Malynko
152,1,2,Hialeah,2021-01-18 09:22:55,Richard,Adam
153,0,4,Zanesville,2021-07-16 16:57:32,Kirsten,Russell
154,1,4,Pueblo,2021-04-24 16:57:51,Gertrude,Wilson
155,0,2,Islip,2020-09-25 02:24:37,Sally,Kovalev
156,0,3,Ukiah,2021-03-08 22:48:32,Jeff,Zimmerman
157,0,2,Newton,2021-05-28 07:07:36,Joe,Zimmerman
158,1,4,St Louis,2021-08-24 22:19:06,Nellie,Quilty
159,1,5,St Louis,2019-05-16 02:59:11,Laura,Lepon
160,1,2,Xavier,2020-07-18 13:12:31,Zelda,Duquesnoy
161,1,4,Zanesville,2019-11-12 11:39:37,Olga,Klausner
162,0,4,Xavier,2021-05-01 19:54:39,Kenny,Drabek
163,1,4,Tampa,2018-12-07 15:52:34,Bart,Xerxes
164,1,5,Reston,2018-12-15 02:19:40,Chris,Young
165,1,2,Youngstown,2021-02-12 09:51:40,Jocelyn,Eastman
166,1,3,Albany,2020-10-12 13:15:17,Angelo,Campos
167,0,1,Hialeah,2019-05-27 09:10:22,Paul,Basile
168,1,2,Islip,2020-04-08 03:37:24,Julie,Burroughs
169,1,1,Pueblo,2019-01-25 01:47:31,Chelsea,Martinez
170,1,5,Chicago,2020-05-12 20:21:41,Emilio,King
171,0,1,Queensbury,2020-04-02 03:11:56,Juanita,O'Brien
172,1,1,Washington,2020-12-31 06:31:40,Juanita,Willeke
173,1,4,Miami,2019-12-11 13:01:58,Richard,Quigley
174,0,4,Oak Creek,2019-06-02 09:10:39,Rhonda,Zubik
175,0,3,Albany,2019-12-24 19:33:55,Robert,Zucherro
176,0,2,Youngstown,2021-07-06 05:05:02,Heloisa,Eagleman
177,0,3,Tampa,2021-06-15 16:33:28,Dave,Tillem
178,0,1,Xavier,2020-04-24 07:39:55,Peter,Quilty
179,1,1,St Louis,2020-09-10 03:52:55,Ralph,Xerxes
180,0,5,Reston,2019-08-20 21:52:17,Patricia,Paladino
181,0,2,Xavier,2019-08-22 02:15:43,Brendan,Ott
182,1,3,Albany,2020-08-10 16:44:01,Jose,Humby
183,1,5,Xavier,2019-03-04 14:41:08,Mo,Zemaitis
184,0,3,Gansevoort,2020-08-28 06:33:53,Richard,Huff
185,0,5,Oak Creek,2019-06-29 04:53:48,Chad,Underman
186,1,3,Ukiah,2019-03-31 20:13:58,Samantha,Faust
187,1,2,Ukiah,2019-12-27 00:22:58,Terry,Vonnegut
188,1,4,Chicago,2021-07-18 19:37:55,Pam,Uberoth
189,1,5,Vail,2021-07-23 07:13:42,Diane,White
190,1,4,Jackson,2020-12-05 19:23:05,Thelma,Chadwick
191,0,3,Tampa,2020-03-09 13:24:15,George,Taylor
192,1,2,Pueblo,2019-02-26 20:11:50,Milhouse,Gomez
193,0,1,St Louis,2019-01-06 01:38:26,Mo,Zweifelhofer
194,0,2,Oak Creek,2021-03-11 07:35:04,Alice,Feynman
195,0,3,St Louis,2020-10-28 05:28:31,Ralph,Yu
196,0,3,Reston,2020-01-31 00:50:31,Kenny,King
197,0,4,Oak Creek,2021-08-17 07:42:45,Kristen,Ihringer
198,0,5,Bensonhurst,2019-11-14 07:02:41,Quigley,Levinson
199,0,3,Chicago,2019-02-03 03:33:55,Danielle,Orlin
200,1,1,Islip,2018-12-27 08:31:36,Charlotte,Gomez
201,1,4,Chicago,2019-10-15 02:43:47,Sally,Yoders
202,0,3,Albany,2019-12-18 00:41:39,Barbara,Jaynes
203,1,4,Pueblo,2018-12-28 07:41:20,Liza,Clinton
204,1,1,Xavier,2021-01-24 04:04:52,Stuart,Braam
205,0,1,Queensbury,2020-12-24 05:07:04,Emma,Brown
206,0,3,Washington,2021-03-11 02:41:10,Aviel,Van De Griek
207,1,4,Larchmont,2021-08-03 16:18:00,Marvin,Grabscheid
