1,1,2,Boston,2020-10-21 00:43:52,Joe,Houseman
2,0,4,Pueblo,2020-05-21 06:29:08,Roger,Pascal
3,1,1,Oak Creek,2019-08-13 13:23:59,Joe,Huff
4,0,1,Queensbury,2019-10-23 16:05:54,Michelle,Ihringer
5,1,1,Fargo,2019-08-22 16:31:58,Fred,Zimmerman
6,0,2,Gansevoort,2020-09-07 22:29:48,Roberta,Malynko
7,0,4,Oak Creek,2021-03-25 03:35:17,Quigley,Zubik
8,1,1,Pueblo,2020-10-07 17:27:24,Thelma,Willeke
9,1,1,Newton,2019-10-16 19:57:30,Brian,McCormick
10,1,2,Washington,2019-09-07 18:45:39,Pat,Gaboriault
11,1,1,Pueblo,2020-09-22 01:11:46,Nataliya,Kelvin
12,1,1,St Louis,2019-05-22 03:13:33,Chris,Xiang
13,0,3,Queensbury,2019-02-19 23:38:24,Elvis,Adam
14,0,4,St Louis,2020-12-12 01:46:12,Juanita,Kovalev
15,0,4,Bensonhurst,2021-07-02 23:18:53,Agnes,Xerxes
